abuse_01,abuse_02,abuse_03,abuse_04,abuse_05,address,changed_01,changed_02,changed_03,cidr_01,cidr_02,city_01,city_02,comments_01,comments_02,comments_03,comments_04,comments_05,comments_06,comments_07,comments_08,comments_09,comments_10,country_01,country_02,created_at,descr_01,descr_02,descr_03,descr_04,descr_05,descr_06,descr_07,descr_08,descr_09,descr_10,email_01,email_02,email_03,email_04,email_05,email_06,email_07,email_08,email_09,email_10,fax_01,fax_02,fax_03,hostmax_01,hostmax_02,hostmax_03,hostmax_04,hostmax_05,hostmax_06,hostmax_07,hostmax_08,hostmax_09,hostmax_10,hostmin_01,hostmin_02,hostmin_03,hostmin_04,hostmin_05,hostmin_06,hostmin_07,hostmin_08,hostmin_09,hostmin_10,inetnum_01,inetnum_02,inetnum_03,inetnum_04,inetnum_05,inetnum_06,inetnum_07,inetnum_08,inetnum_09,inetnum_10,info,mnt_01,mnt_02,mnt_03,mnt_04,mnt_05,mnt_06,name,netcount_01,netcount_02,netcount_03,netcount_04,netcount_05,netcount_06,netcount_07,netcount_08,netcount_09,netcount_10,netmask_01,netmask_02,netmask_03,netmask_04,netmask_05,netmask_06,netmask_07,netmask_08,netmask_09,netmask_10,netname_01,netname_02,nichdl_01,nichdl_02,nichdl_03,nichdl_04,nichdl_05,notes,nserver_01,nserver_02,nserver_03,nslastaa_01,nslastaa_02,organization_01,organization_02,organization_03,organization_04,organization_05,orgname_01,orgname_02,orgname_03,orgname_04,orgname_05,originas_01,originas_02,originas_03,originas_04,originas_05,originas_06,originas_07,originas_08,originas_09,originas_10,other_01,other_02,other_03,other_04,other_05,other_06,other_07,other_08,other_09,other_10,parent_01,parent_02,parent_03,person_01,person_02,person_03,phone_01,phone_02,phone_03,postalcode_01,postalcode_02,ref_01,ref_02,ref_03,ref_04,ref_05,ref_06,ref_07,ref_08,ref_09,ref_10,regdate_01,regdate_02,remarks_01,remarks_02,remarks_03,remarks_04,remarks_05,remarks_06,remarks_07,remarks_08,remarks_09,remarks_10,route_01,route_02,rwhois_01,rwhois_02,rwhois_03,rwhois_04,rwhois_05,source,state_01,state_02,updated_01,updated_02,updated_03,updated_at,w_address_01,w_address_02,w_address_03,w_address_04,w_address_05,w_address_06,w_address_07,w_address_08,w_address_09,w_address_10
http://www.dedibox.fr/abuse/,abuse@proxad.net,NULL,NULL,NULL,88.191.155.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,2015-07-07 20:22:06 UTC,Dedibox SAS,Hosting Customers,Paris  France,ProXad network / Free SAS,NULL,NULL,NULL,NULL,NULL,NULL,abuse@support.dedibox.fr,abuse@proxad.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+33 1 73 92 25 69,NULL,NULL,88.191.155.254,88.191.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.191.155.1,88.160.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.191.155.0/24,88.160.0.0/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PROXAD-MNT,NULL,NULL,NULL,NULL,NULL,NULL,254,2097150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.0,255.224.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR-DEDIBOX,NULL,ACP23-RIPE,TCP8-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS12322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ACP23-RIPE,TCP8-RIPE,ASSIGNED PA,Administrative Contact for ProXad,APfP1-RIPE,TPfP1-RIPE,Technical Contact for ProXad,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+33 1 73 50 20 00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,http://www.dedibox.fr/,http://www.proxad.net/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.160.0.0/11,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Free SAS / ProXad,8  rue de la Ville L Eveque,75008 Paris,NULL,NULL,NULL,NULL,NULL,NULL,NULL
abuse@hetzner.de,HOAC1-RIPE,NULL,NULL,NULL,88.198.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DE,NULL,2015-07-07 20:22:06 UTC,Hetzner Online AG,Datacenter Nuernberg,HETZNER-RZ-NBG-BLK4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@hetzner.de,peering@hetzner.de,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+49 9831 61 00 62,+49 9831 610062,NULL,88.198.15.254,88.198.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.198.0.1,88.198.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.198.0.0/20,88.198.0.0/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOS-GUN,RIPE-NCC-HM-MNT,NULL,NULL,NULL,NULL,NULL,4094,65534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.240.0,255.255.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HETZNER-RZ-NBG-NET,NULL,HOAC1-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hetzner Online AG,NULL,NULL,NULL,NULL,AS24940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOAC1-RIPE,ASSIGNED PA,Hetzner Online AG - Contact Role,ORG-HOA1-RIPE,MH375-RIPE,GM834-RIPE,SK2374-RIPE,TF2013-RIPE,MF1400-RIPE,SK8441-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,+49 9831 61 00 61,+49 9831 610061,NULL,NULL,NULL,HOS-GUN,RIPE-NCC-HM-MNT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,* For spam/abuse/security issues please contact *,*   abuse@hetzner.de  not this address.         *,*   The contents of your abuse email will be    *,*   forwarded directly on to our client for     *,*   handling.                                   *,*    Any questions on Peering please send to    *,*              peering@hetzner.de               *,NULL,NULL,NULL,88.198.0.0/16,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Hetzner Online AG,Stuttgarter Strasse 1,D-91710 Gunzenhausen,Germany,Attn. Martin Hetzner,Industriestrasse 25,91710,Gunzenhausen,GERMANY,NULL
noc@mirohost.net,MHCC,NULL,NULL,NULL,89.184.64.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UA,NULL,2015-07-07 20:22:06 UTC,Internet Invest Ltd.,Web hosting  datacenter and domain names registration in Ukraine,Kiev  Ukraine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,noc@mirohost.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+380445216178,+380 44 2010100,NULL,89.184.79.254,89.184.64.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.184.64.1,89.184.64.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.184.64.0/20,89.184.64.0/24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MIROHOST-MNT,RIPE-NCC-HM-MNT,NULL,NULL,NULL,NULL,NULL,4094,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.240.0,255.255.255.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MIROHOST,NULL,MHCC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Internet Invest Ltd.,NULL,NULL,NULL,NULL,AS28907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ORG-IIL11-RIPE,MHCC,ASSIGNED PA,LIR,PHSM-RIPE,BO162-RIPE,GSA-RIPE,Mirohost Network Coordination Center,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+380442010102,+380 44 2010102,NULL,NULL,NULL,RIPE-NCC-HM-MNT,MIROHOST-MNT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.184.64.0/24,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Internet Invest Ltd.,Pavel Blotsky,Gaidara st. 50,01033,Kyiv,UKRAINE,50 Gaydara str.  Kyiv  Ukraine  01033,NULL,NULL,NULL
abuse@citytelecom.ru,NULL,NULL,NULL,NULL,89.188.96.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RU,NULL,2015-07-07 20:22:06 UTC,C-BL001,Filanco ltd route object,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@citytelecom.ru,noc@citytelecom.ru,peering@citytelecom.ru,support@citytelecom.ru,voip@citytelecom.ru,NULL,NULL,NULL,NULL,NULL,+7 495 6637742,NULL,NULL,89.188.103.254,89.188.96.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.188.96.1,89.188.96.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.188.96.0/21,89.188.96.0/24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HOSTER-RIPE-MNT,CITYTELECOM-MNT,NULL,NULL,NULL,NULL,NULL,2046,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.248.0,255.255.255.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CITYTELECOM-NET,NULL,CNOC8-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS29076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CNOC8-RIPE,ASSIGNED PA,CityTelecom Network Operations Center,DVS50-RIPE,VNO10-RIPE,IG1498-RIPE,JAZ-RIPE,GART-RIPE,ALEN-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+7 495 3630542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Citytelecom.ru,... perfect telecom services,for your business ...,NOC engineers available 24x7, noc@citytelecom.ru, peering@citytelecom.ru, support@citytelecom.ru, voip@citytelecom.ru,NULL,NULL,89.188.96.0/24,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,105120 Russia Moscow,10/9 Nignyaya Syromatnicheskaya,Datahouse.ru,NULL,NULL,NULL,NULL,NULL,NULL,NULL
report@abuse.bz,NULL,NULL,NULL,NULL,89.207.128.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NL,NULL,2015-07-07 20:22:06 UTC,IP Range Snel.com,Snel.com B.V.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,report@abuse.bz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.207.135.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.207.128.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.207.128.0/32,89.207.128.0/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SNEL-MNT,AS49544-MNT,NULL,NULL,NULL,NULL,NULL,1,2046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.255,255.255.248.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NL-SNEL,NULL,SNEL3125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS49544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SNEL3125,ASSIGNED PA,Snel.com B.V. NOC,MA3125,KP2129-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Please send all complaints and abuse issues to report@abuse.bz,- Mention the IP address( es ) in question.,- Please communicate entirely in English.,- If your report is about a domain name  please resolve them and mention their IP address.,- Include any evidence and log files with times  timezone and date.,- Do not attach any files  put them in the body of the e-mail instead.,- Please send multiple e-mails if you want to report multiple IPs  mention only one IP address per e-mail.,Not following these steps might slow down or even prevent your abuse report from being processed.,INFRA-AW,NULL,89.207.128.0/21,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Regoutstraat 1,3125 BH Schiedam,The Netherlands,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,89.221.240.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SE,NULL,2015-07-07 20:22:06 UTC,Server Hosting,TELIANET-CUST,Dedicated Hosting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@fsdata.se,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.221.241.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.221.240.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.221.240.0/23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MNT-FSD-TECH,TELIANET-RR,NULL,NULL,NULL,NULL,NULL,510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.254.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSDATA-SE-SERVER,NULL,FS4016-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS3301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FS4016-RIPE,ASSIGNED PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Fredrik Skold,NULL,NULL,+4642197000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.221.240.0/23,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,FSD Internet Tjanster AB,BOX  5026,250 05,HELSINGBORG  Sweden,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,89.234.195.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL,NULL,2015-07-07 20:22:06 UTC,RWD-2,PL-PROSPECT-20060524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@idc.net.pl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.195.254,89.234.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.195.1,89.234.192.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.195.0/24,89.234.192.0/18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PROSPECT-MNT,NULL,NULL,NULL,NULL,NULL,NULL,254,16382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.0,255.255.192.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RWD-IDC-NET,NULL,JD409-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS41006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JD409-RIPE,ASSIGNED PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jerzy Dukaj,NULL,NULL,+48 14 6215000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.192.0/18,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,ul. Klikowska 50,33-100 Tarnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,89.234.199.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL,NULL,2015-07-07 20:22:06 UTC,RWD-6,PL-PROSPECT-20060524,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@idc.net.pl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.199.254,89.234.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.199.1,89.234.192.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.199.0/24,89.234.192.0/18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PROSPECT-MNT,NULL,NULL,NULL,NULL,NULL,NULL,254,16382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.0,255.255.192.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RWD-IDC-NET,NULL,JD409-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS41006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JD409-RIPE,ASSIGNED PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jerzy Dukaj,NULL,NULL,+48 14 6215000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.234.192.0/18,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,ul. Klikowska 50,33-100 Tarnow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
abuse@ecatel.info,NULL,NULL,NULL,NULL,89.248.168.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NL,NULL,2015-07-07 20:22:06 UTC,AS29073  Ecatel LTD,AS29073 route object,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@ecatel.net,abuse@ecatel.info,info@ecatel.info,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.248.168.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.248.168.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.248.168.0/24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ECATEL-MNT,NULL,NULL,NULL,NULL,NULL,NULL,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NL-ECATEL,NULL,EL25-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,as29073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EL25-RIPE,ASSIGNED PA,Ecatel LTD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ECATEL LTD,Dedicated and Co-location hosting services, info@ecatel.info,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.248.168.0/24,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,P.O.Box  19533,2521 CA The Hague,Netherlands,NULL,NULL,NULL,NULL,NULL,NULL,NULL
support@likeservers.com,NULL,NULL,NULL,NULL,89.33.192.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RO,NULL,2015-07-07 20:22:06 UTC,FIBER UPLOAD SRL,ION BREZOIANU  NR 27,BUCURESTI ROMANIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@ip.ro,support@likeservers.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+40.341412463,NULL,NULL,89.33.195.254,89.33.192.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.33.192.1,89.33.192.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.33.192.0/22,89.33.192.0/24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RO-MNT,CLOUDWEB-MNT,NULL,NULL,NULL,NULL,NULL,1022,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.252.0,255.255.255.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FIBER-UPLOAD-SRL,NULL,CWN-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS60350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CWN-RIPE,ASSIGNED PA,CloudWeb Networks NOC,CMO21-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+40.341412463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,registered through http://www.ip.ro/ip.html, support@likeservers.com, +40 341 489 687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.33.192.0/24,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,FIBER UPLOAD SRL,ION BREZOIANU  NR 27,BUCURESTI ROMANIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,89.47.16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RO,NULL,2015-07-07 20:22:06 UTC,XT GLOBAL NETWORKS LTD,Str. Aron Cotrus Nr. 57  Sc. D  Et. 5  Ap. D32 ,Bucuresti  Sector 1  Romania,EVERHOST Internet Service Provider,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.47.23.254,89.47.31.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.47.16.1,89.47.16.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.47.16.0/21,89.47.16.0/20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RO-MNT,MNT-XTGLOBAL,EVERHOST-MNT,NULL,NULL,NULL,NULL,2046,4094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.248.0,255.255.240.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XT-GLOBAL-NETWORKS-LTD,NULL,OC1970-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS50915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OC1970-RIPE,ASSIGNED PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Octavian Chiorcea,NULL,NULL,+40747724724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,registered through http://www.ip.ro/ip.html,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.47.16.0/20,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Str. Aron Cotrus Nr. 57  Bucuresti  Sector 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
abuse@orange-business.com,AA2914-RIPE,NULL,NULL,NULL,90.85.3.112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,2015-07-07 20:22:06 UTC,OBS Customer,France Telecom SCE,FT-SCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,gestionip.ft@orange.com,abuse@orange-business.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.85.3.118,90.85.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.85.3.113,90.85.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.85.3.112/29,90.85.0.0/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PC80199-MNT,RAIN-TRANSPAC,NULL,NULL,NULL,NULL,NULL,6,65534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.248,255.255.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR-CIRQUE-A-L-ANCIENNE,NULL,AF9520-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Orange Business Services,NULL,NULL,NULL,NULL,AS3215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AF9520-RIPE,ASSIGNED PA,ORG-OBS3-RIPE,Other,AA2914-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Annick Fataccy,NULL,NULL,+33 155562348,NULL,NULL,NULL,NULL,OLEANE-NOC,FT-BRX,RAIN-TRANSPAC,RIPE-NCC-HM-MNT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,For Hacking  Spamming or Security problems,send mail ONLY to   abuse@orange-business.com,*   Pour les obligations legale      *,* Contacter uniquement les poles OL  *,*      de France Telecom/Orange      *,*    For legal issus joint only      *,*  France telecom/orange legal team  *,NULL,NULL,NULL,90.85.0.0/16,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,France Telecom  AE DOF  33 rue Poncelet  CS 80011  75840 Paris CEdex 17  75840  Paris,6 avenue Albert Durand,31700 Blagnac  France,NULL,NULL,NULL,NULL,NULL,NULL,NULL
